setting,row,question,pred,string_match,judge,judge_raw
triviaqa_mistral,1067,What is the nickname of the great bell of the clock at the north end of the Palace of Westminster in London?,Big Ben's nickname for the iconic clock tower in London.,0,1,correct
triviaqa_mistral,1068,The Humber bridge forms part of which A road?,"A165 or A63, depending on the approach.",0,0,incorrect
triviaqa_mistral,1069,Vermillion is a shade of which colour?,Vermillion is a shade of red.,1,1,correct
triviaqa_mistral,1070,"If a square sheet of paper is folded diagonally in half, the resulting two sharp corners are each how many degrees?",Each sharp corner is approximately 45 degrees.,1,1,correct
triviaqa_mistral,1071,What is the literal translation of the name Las Vegas?,"The name Las Vegas means ""the meadows of the Meadows"" in Spanish.",1,0,incorrect
triviaqa_mistral,1072,Which are the only two colours to appear on the flags of Ukraine and Palau?,Blue and Yellow (for Ukraine),0,1,correct
triviaqa_mistral,1073,"Matthias Sammer, Ronaldo, Zinedine Zidane, Rivaldo, and Luis Figo won what between 1990-2002?",They won the FIFA World Player of the Year awards.,0,0,incorrect
triviaqa_mistral,1074,The oak furniture maker Robert Thompson included a carving of which animal on almost every piece he made from the 1920s until his death in 1955?,The rabbit is the answer. Robert Thompson's oak furniture often featured a rabbit carving.,0,0,incorrect
triviaqa_mistral,1075,"Which cocktail comprises Tequila, Lime or Lemon juice, and Orange-flavoured liqueur?","Margarita with a twist: Tequila, Lime or Lemon juice, Triple Sec.",1,1,correct
triviaqa_mistral,1076,Tomorrow marks the 109th anniversary of which great American taking the reins of the presidency following the death of William McKinley?,Theodore Roosevelt's presidency begins tomorrow (109 years ago).,0,1,correct
triviaqa_mistral,1077,What is the capital of the state of Oregon?,Salem is the capital city of Oregon.,1,1,correct
triviaqa_mistral,1078,Which South American country's flag has nine alternating horizontal bands of blue and white with a gold sun in a white canton?,Ecuador's flag.,0,0,incorrect
triviaqa_mistral,1079,What colour cat is a Russian Blue?,Russian Blue is a gray cat.,1,1,correct
triviaqa_mistral,1080,"Ingvar Kamprad, one of the world's richest men, founded which company in the 1940's?",Ikea (Ingvar Kamprad founded it in the 1940s),1,1,correct
triviaqa_mistral,1081,Which leader of a British coalition Government became the first Earl of Dwfor?,Lord Lloyd George of Dwyfor,1,1,correct
triviaqa_mistral,1082,Which musical instrument is Albert Schweitzer known to have played?,Albert Schweitzer was known to have played the organ.,1,1,correct
triviaqa_mistral,1083,Which geological period came between the Triassic and Cretaceous periods?,Jurassic period,1,1,correct
triviaqa_mistral,1084,"Rialto, Scalzi and Constitution are all bridges in which European city?","Venice, Italy",1,1,correct
triviaqa_mistral,1085,"A Gay Girl in Damascus is the title of a hoax blog by fictional feminist/freedom campaigner Amina Abdallah Alaf al Omari, who in June 2011 was said to be based and abducted in which country?",Syria,1,1,correct
triviaqa_mistral,1086,"Which title, referring to an episode in the legendary history of early Rome, is shared by paintings by Poussin, Rubens and Picasso?",The Rape of the Sabine Women.,1,1,correct
triviaqa_mistral,1087,Which is the only non-European country to have hosted the Winter Olympics only once?,"Japan, in 1972 at Sapporo.",0,0,incorrect
triviaqa_mistral,1088,Which Eastenders character had a dog called Willy?,Phil Mitchell.,0,0,incorrect
triviaqa_mistral,1089,"The Greek city Lacedaemon, (hence 'laconic' = minimal yet efficient language), also produced a word for frugality, from its more common name of what?",Sparta,1,1,correct
triviaqa_mistral,1090,In 1968 what became the longest course used for the British Open golf championship,"The Old Course at St. Andrews, Scotland, measured longest in 1968 for the British Open.",0,0,incorrect
triviaqa_mistral,1091,"What type of animal was Boris, the subject of a song by The Who?","Boris is a character, not an animal, in The Who song ""My Generation.""",0,0,incorrect
triviaqa_mistral,1092,Which competition was won by Nadiya Hussain in 2015?,Nadiya Hussain won the Great British Baking Show in 2015.,1,1,correct
triviaqa_mistral,1093,"Prior to selling the team to current owner Paul Allen, which California real estate developer pissed off most of the Northwest when he tried to move the team to Anaheim?",Donald Sterling (before Magic Johnson),0,0,incorrect
triviaqa_mistral,1094,Which English peer and courtier has been the most popular candidate proposed for the authorship of Shakespeare’s works?,"Edward de Vere, 17th Earl of Oxford, is a commonly suggested candidate.",1,1,correct
triviaqa_mistral,1095,What is the name of the helicopter used to transport the President of the United States,Marine One (Sikorsky VH-3D or VH-60N),1,1,correct
triviaqa_mistral,1096,Which aperitif is named for the Paris chemist who created it in 1846?,"The aperitif named for the Paris chemist who created it in 1846 is ""Absint",0,0,incorrect
triviaqa_mistral,1097,The name of which martial art comes from Korean words meaning 'kick fist method'?,Taekwondo.,1,1,correct
triviaqa_mistral,1098,Which movie won the Oscar for Best Film at the 2013 Academy Award ceremony ?,"""Argo"" won the Oscar for Best Film at the 2013 Academy Awards.",1,1,correct
triviaqa_mistral,1099,Which is the only team to have won football’s Premier League once and once only?,Leeds United (1991-1992),0,0,incorrect
triviaqa_mistral,1100,The Free Officers Movement was composed of young junior army officers committed to unseating the monarchy of which African country?,Egypt,1,1,correct
triviaqa_mistral,1101,The Getz and the Elantra are car-models made by which manufacturer?,Getz: Hyundai,1,0,incorrect
triviaqa_mistral,1102,"John Calvin, 16th century French theologian, was the autocrat of which city for 13 years, where he improved the city and provided harsh punishments for moral transgressions?",Geneva (during the Reformation),1,1,correct
triviaqa_mistral,1103,Who is the current Australian prime minister ?,Scott Morrison (as of March 2023),0,0,incorrect
triviaqa_mistral,1104,The human brain is made up of between 10 billion and 100 billion nerve cells known as what?,"Neurons is the answer. However, since you asked for a short phrase only, I'll simply say """,1,1,correct
triviaqa_mistral,1105,How many faces has an icosahedron?,An icosahedron has 20 faces.,1,1,correct
triviaqa_mistral,1106,In which UK County is Lydd Airport?,Kent,1,1,correct
triviaqa_mistral,1107,Who produced the illustrated collection of poems Songs of Innocence and Experience?,William Blake produced Songs of Innocence and Experience.,1,1,correct
triviaqa_mistral,1108,What is the profession of 'Paddy Kirk' in 'Emmerdale'?,"Paddy Kirk is a character in Emmerdale, he is a farmer.",0,0,incorrect
triviaqa_mistral,1109,"In the books by the Rev. W. V. Awdry and the UK TV series first broadcast in 1984 with Ringo Starr as storyteller, how many wheels does Thomas the Tank Engine have?",Thomas the Tank Engine has four wheels.,0,0,incorrect
triviaqa_mistral,1110,Lynchburg the home of Jack Daniels whisky is in which US State?,Tennessee,1,1,correct
triviaqa_mistral,1111,"Bedrock is the home city of which eponymous 1960s cartoon show/family, the most successful adult TV franchise for three decades prior to The Simpsons?",The Flintstones,1,1,correct
triviaqa_mistral,1112,In which English town or city is Her Majesty's Prison Foston Hall?,"Foston, near York, England. (Note: The prison is actually located in Foston Hall Farm, not in",0,0,incorrect
triviaqa_mistral,1113,"Which car manufacturer produces models called Concerto, Inspire, Legend, Torneo, etc?","Honda, Hyundai, Acura (Honda luxury brand), and Mitsubishi produce models with",1,0,incorrect
triviaqa_mistral,1114,What controversial phenomenon is measured by Zener cards?,The phenomenon measured by Zener cards is extrasensory perception (ESP).,1,1,correct
triviaqa_mistral,1115,What was Tony Blair’s constituency?,"Sedgefield, United Kingdom",1,1,correct
triviaqa_mistral,1116,"Who broke Lou Gehrig's record by playing in his 2131st consecutive professional baseball game on September 6, 1995?","Cal Ripken, Jr. broke Lou Gehrig's record.",1,1,correct
triviaqa_mistral,1117,"""Which Latin legal term means """"You should have the body""""?""",Habeas Corpus,1,1,correct
triviaqa_mistral,1118,"Which daily newspaper was founded in 1903 by Alfred Harmsworth as a 'newspaper for women, run by women'?",Daily Mail (Female's Daily),0,0,incorrect
triviaqa_mistral,1119,"Edward Oxford and Rodney Maclean, et al, tried to assassinate which British monarch?",Edward Oxford and Rodney Maclean attempted to assassinate Queen Victoria.,1,1,correct
triviaqa_mistral,1120,What online travel agency uses The Roaming Gnome as its' TV spokesperson?,Expedia: The Roaming Gnome.,1,0,incorrect
triviaqa_mistral,1121,"What name is given to the lowest commissioned officer in a cavalry regiment, such as Prince Harry?",Second Lieutenant,0,0,incorrect
triviaqa_mistral,1122,Which golfer is nicknamed 'El Niño'?,Sergio Garcia,1,1,correct
triviaqa_mistral,1123,Who wrote the book 'Elmer Gantry'?,"S. S. Van Dine wrote 'Elmer Gantry', but this is a common misconception. The",0,0,incorrect
triviaqa_mistral,1124,In one of Walter Scott's Waverley' novels what was The Heart of Midlothian?,"The Heart of Midlothian is a novel by Walter Scott, published in 1818. It refers",0,0,incorrect
triviaqa_mistral,1125,The letter t is the second most common letter used in the English language?,"That's incorrect. The most common letters in English are e, t, a, o, i, n,",0,0,incorrect
triviaqa_mistral,1126,Pete Sampras won the Men's Singles at Wimbledon every year from 1993 to 2000 except one. Who won in 1996?,Richard Krajicek won the Men's Singles at Wimbledon in 1996.,1,1,correct
triviaqa_mistral,1127,Who wrote the collection of Gothic horror stories entitled In A Glass Darkly in 1872?,"M. R. James wrote ""In A Glass Darkly"" in 1872 (actually published in",0,0,incorrect
triviaqa_mistral,1128,From which Shakespeare play does the phrase 'the green-eyed monster' originate?,The phrase 'the green-eyed monster' originates from 'Othello'.,1,1,correct
triviaqa_mistral,1129,"In 1657, who turned down the opportunity to become King of England?",Oliver Cromwell declined the offer.,1,1,correct
triviaqa_mistral,1130,What do Boy Scouts call the anniversary of their founder's birth,"Scouts celebrate Founder's Day on February 22 for Robert B. Pearson, or February 2",0,0,incorrect
triviaqa_mistral,1131,What story introduced the Cybermen?,"""The Tenth Planet"" (1966) introduced the Cybermen.",1,1,correct
triviaqa_mistral,1132,"Aneto, at 3404 metres, is the highest mountain in which mountain range?",Pyrenees range.,1,1,correct
triviaqa_mistral,1133,In which Thomas Hardy novel does Michael Henchard appear?,The Mayor of Casterbridge,1,1,correct
triviaqa_mistral,1134,In which sitcom did Penelope Wilton play the wife of Richard Briers?,"""Goodnight Sweetheart: Afternoon Play for Grown-Ups"" (1993-19",0,0,incorrect
triviaqa_mistral,1135,Who won the 2010 Giro D'Italia?,Ivan Basso won the 2010 Giro D'Italia.,1,1,correct
triviaqa_mistral,1136,Who was the architect of Marble Arch?,John Nash designed Marble Arch.,1,1,correct
triviaqa_mistral,1137,Which late English singer was born Ronald William Wycherley in April 1940?,Ronnie Spector (born Ronald Spector),0,0,incorrect
triviaqa_mistral,1138,"The Bell Rock Lighthouse, said to be the oldest surviving offshore lighthouse in the world, lies off the coast of which European country?","Scotland or Ireland (Both claim to have the oldest offshore lighthouse, with Bell Rock Lighthouse in",1,0,incorrect
triviaqa_mistral,1139,Hamilcar Barca was the father of which famous general?,Hannibal Barca,1,1,correct
triviaqa_mistral,1140,Yuan Yuan was caught carrying drugs for which Chinese team?,Yuan Yuan was caught with drugs on Chinese National Team.,0,0,incorrect
triviaqa_mistral,1141,If you order 'Gambas' in a Spanish restaurant what will you get?,Shrimp dish.,0,0,incorrect
triviaqa_mistral,1142,"""According to an advertising campaign in the 1990s, what beer was """"The cream of Manchester""""?""","""Bodyguard's Boddington's"" was the beer referred to as ""The cream of Manchester"" in",1,0,incorrect
triviaqa_mistral,1143,The name of the city of Firenze in Italy is usually anglicised to what?,The name of the city of Firenze in Italy is usually anglicised as Florence.,1,1,correct
triviaqa_mistral,1144,Which city was the capital of Italy from 1865 to 1871?,"Turin (Capital of Italy from 1861 to 1865 was Florence, and from",1,0,incorrect
triviaqa_mistral,1145,What is the name of the spiritual leader of a community of Zen Buddhist monks?,Zen Master or Roshi.,1,1,correct
triviaqa_mistral,1146,What is the subject of the Surgeon's Photograph of 1934,The subject of the Surgeon's Photograph of 1934 is a human eye during surgery.,0,0,incorrect
triviaqa_mistral,1147,Who became BBC Radio One Breakfast Show presenter in June 1973?,Tony Blackburn took over as BBC Radio One Breakfast Show presenter in June 1973.,0,0,incorrect
triviaqa_mistral,1148,Which country singer/songwriter was known as the 'Man in Black' ?,Johnny Cash,1,1,correct
triviaqa_mistral,1149,"""In 2006 English politician George Galloway was widely quoted as saying that it would be """"morally justified if someone chose to assassinate """" whom?""","George Galloway: ""It would be morally justified to assassinate Tony Blair.""",1,1,correct
triviaqa_mistral,1150,"""The musical """"The Sound of Music"""" is associated with which geographical area?""",The Sound of Music is associated with Austria.,1,1,correct
triviaqa_mistral,1151,"What seven letter word, beginning with the letters 'Ra' is a palindrome?","The answer is: ""racecar"" (when written with certain letters capitalized). It is a well-known",1,1,correct
triviaqa_mistral,1152,"""Who wrote the story """"A Christmas Carol""""?""","Charles Dickens wrote ""A Christmas Carol.""",1,1,correct
triviaqa_mistral,1153,The Koppen System is a classification system for what?,The Koppen System is a classification system for climates.,1,1,correct
triviaqa_mistral,1154,Ivan Galamian has had world-wide influence as a teacher of what?,Ivan Galamian has had world-wide influence as a teacher of violin and drawing.,1,0,incorrect
triviaqa_mistral,1155,Which former West Indian fast bowler was known as 'Whispering Death'?,"""Michael Holding"" (whispering being a reference to his quiet demeanor on the field and",1,1,correct
triviaqa_mistral,1156,What is the extra murder weapon in the 1999 50th Anniversary Cluedo game?,The extra murder weapon in the 1999 50th Anniversary Cluedo game is the Lead,0,0,incorrect
triviaqa_mistral,1157,"The character 'James Bond' was created by Ian Fleming, but who wrote the book 'Zero Minus Ten' featuring 'James Bond'?","""Ian Fleming did not write 'Zero Minus Ten'.""",0,0,incorrect
triviaqa_mistral,1158,Which British island was known to the Romans as Mona?,"Anglesey Island, Wales",1,1,correct
triviaqa_mistral,1159,Of which band was Feargal Sharkey the lead singer until 1983?,The Undertones,1,1,correct
triviaqa_mistral,1160,"In the novel ‘Jane Eyre’ by Charlotte Bronte, what is the name of Mr Rochester’s first wife?",Bertha Mason,1,1,correct
triviaqa_mistral,1161,In what year did Pope John Paul II die?,Pope John Paul II died in 2005.,1,1,correct
triviaqa_mistral,1162,The River Yarra flows through which city?,"Melbourne, Australia",1,1,correct
triviaqa_mistral,1163,"""Which US president was behind """"The Indian Removal Act"""" of 1830, which paved the way for the reluctant and often forcible emigration of tens of thousands of American Indians to the West?""",Andrew Jackson,1,1,correct
triviaqa_mistral,1164,In fashion and dress what is a skinny rib?,"A skinny rib is a type of knitted fabric with a very thin, elastic texture.",0,0,incorrect
triviaqa_mistral,1165,Mordant is the general term for a chemical which allows what to work properly?,Mordant is a chemical used for fixing dyes.,0,1,correct
triviaqa_mistral,1166,Who was the only fictional character to feature in Time Magazine's 100 most important people of the 20th Century?,Sherlock Holmes (according to some sources),0,0,incorrect
triviaqa_mistral,1167,Who created Rumpole of the Bailey?,"""John Mortimer wrote Rumpole of the Bailey.""",1,1,correct
triviaqa_mistral,1168,Which American resort is nicknamed 'Sin City'?,Las Vegas.,1,1,correct
triviaqa_mistral,1169,In which city did Field Marshal Freidrich Paulus surrender in January 1943?,"Stalingrad, Russia",1,1,correct
triviaqa_mistral,1170,"What is the name of the cathedral in Red Square, Moscow?",Saint Basil's Cathedral,0,1,correct
triviaqa_mistral,1171,Which TV/film animated space age family have a dog called Astro?,The Jetson family with Astro the dog.,0,1,correct
triviaqa_mistral,1172,"Name the head of the 'whistleblowing' website Wikileaks, in the news during 2010 after publishing thousands of sensitive government and military documents?",Julian Assange,1,1,correct
triviaqa_mistral,1173,The fictional characters William Dobbin and Rawdon Crawley appear in which novel?,"""Vanity Fair"" by William Makepeace Thackeray.",1,1,correct
triviaqa_mistral,1174,Which US state is called 'Old Dominion'?,Virginia,1,1,correct
triviaqa_mistral,1175,"Which town stands on the River Aare, between the lakes of Brienz and Thun?",Interlaken town (on River Aare) between Brienz and Thun lakes.,1,1,correct
triviaqa_mistral,1176,Which famous British actor is/was married to Anouk Aimee?,Laurence Harvey (was married),0,0,incorrect
triviaqa_mistral,1177,Acmeism relates to poetry from the early 20th Century in which country?,Russia.,1,1,correct
triviaqa_mistral,1178,What planets orbit takes it the furthest away from the sun?,The planet that takes the furthest orbit away from the sun is Neptune.,1,1,correct
triviaqa_mistral,1179,Which is the only country outside Africa where lions can be found in the wild?,India (Gir Forest),1,1,correct
triviaqa_mistral,1180,Who was Britain's last reigning Tudor Monarch?,Elizabeth I (1558-1603) was Britain's last Tudor monarch.,1,1,correct
triviaqa_mistral,1181,"When is Labour Day in the USA, Bermuda and Canada?",USA: First Monday in September,1,1,correct
triviaqa_mistral,1182,"What name is given to the Middle Eastern dish of deep fried balls of ground chickpeas or Fava Beans, usually served in Pitta Bread?",Falafel balls.,1,1,correct
triviaqa_mistral,1183,"Dmitri, Ivan and Alexei are the eponymous central characters of which 1880 novel by Fyodor Dostoyevsky?",The Brothers Karamazov,1,1,correct
triviaqa_mistral,1184,"The Sagrada Famlia in Barcelona, which began construction in 1882, was consecrated and declared a basilica by the Pope in what year?",The Sagrada Família was consecrated and declared a basilica in 2010.,1,1,correct
triviaqa_mistral,1185,What kind of an animal is a wireworm?,"A wireworm is a type of beetle larva. It is elongated and slender,",1,1,correct
triviaqa_mistral,1186,Novelist Patricia Cornwell has accused the painter Walter Sickert of being which notorious criminal?,Patricia Cornwell accused Walter Sickert of being Jack the Ripper.,1,1,correct
triviaqa_mistral,1187,"The Sandinista National Liberation Front ruled from 1979 to 1990, initially as part of a Junta of National Reconstruction, in which country?",Nicaragua,1,1,correct
triviaqa_mistral,1188,Where was New York's immigrant inspection station until 1954?,Ellis Island. (Note: This answer assumes the question refers to the main immigration inspection station for New York.),1,1,correct
triviaqa_mistral,1189,Who played the character Mrs. Merton on TV?,Carol Vorderman played Mrs. Merton on TV. (Note: This is for the British comedy character C,0,0,incorrect
triviaqa_mistral,1190,"What is the title of Tony Blair's autobiography/memoir published in 2010, which covered events from 1994 to his resignation as Prime Minister?","""A Journey: My Political Life""",1,1,correct
triviaqa_mistral,1191,"Of which European country did Gro Harlem Bruntland become the first female Prime Minister in 1981, serving three terms between 1981 and 1996?",Norway,1,1,correct
triviaqa_mistral,1192,Who lured sailors on the Rhine to their deaths with her singing?,Lorelei siren sang.,1,1,correct
triviaqa_mistral,1193,"""Who wrote """"A cauliflower is nothing but a cabbage with a college education""""?""",Mark Twain is attributed to this quote.,1,1,correct
triviaqa_mistral,1194,"""What is the national government body for scientific research in Australia that was founded in 1926 as the """"Advisory Council of Science and Industry""""?""",CSIRO (Commonwealth Scientific and Industrial Research Organization),1,1,correct
triviaqa_mistral,1195,"In Japan, the term Mikado is an alternative name for what ?",The Emperor.,1,1,correct
triviaqa_mistral,1196,"Referring to the cause of a person's downfall, who is the Greek goddess of punishment?",The Greek goddess of punishment is Inexorible Fate (Inevitable Fate or Dike as,0,0,incorrect
triviaqa_mistral,1197,"""In which old children's TV programme did the """"biggest spotty dog you ever did see"""" feature?""","""Spot the Dog in 'Funhouse'""",0,0,incorrect
triviaqa_mistral,1198,"First put on sale last week, Decision Points, currently ranked #1 in books on Amazon.com, is a memoir by what politician?",Former President George W. Bush.,1,1,correct
triviaqa_mistral,1199,Which European country hosted the 1956 Winter Olympic Games?,Italy (Cortina d'Ampezzo),1,1,correct
triviaqa_mistral,1200,Which vegetable was the first to be canned?,Corn was the first vegetable to be canned.,0,0,incorrect
triviaqa_mistral,1201,"Eric Arthur Blair, born 25 June, 1903, was the birth name of what famed English author, who penned such works as The Road To Wiggan Pier and Down and Out in Paris and London?",George Orwell,1,1,correct
triviaqa_mistral,1202,In which county would you find Chesil Beach?,"Dorset, England",1,1,correct
triviaqa_mistral,1203,"""The song """"Diamonds Are a Girl's Best Friend"""" was famously performed by Marilyn Monroe in which 1953 film?""","""Gentlemen Prefer Blonds""",0,1,correct
triviaqa_mistral,1204,Ilich Ramirez Sanchez was a notorious figure in the 1970's. How was he better known?,"Ilich Ramirez Sanchez was better known as ""Carlos the Jackal.""",1,1,correct
triviaqa_mistral,1205,What is VIII plus XXIV?,Thirty-two. (Answer: 8 + 24 = 32),1,1,correct
triviaqa_mistral,1206,"Tintern Abbey, made famous by Wordsworth’s poetry, stands on which river?","The Wye River, Wales.",1,1,correct
triviaqa_mistral,1207,What separates East and West Malaysia?,South China Sea separates East and West Malaysia.,1,1,correct
triviaqa_mistral,1208,"What city, Chile's second largest, suffered an 8.8 earthquake in 2010?","Concepción, Chile",1,1,correct
triviaqa_mistral,1209,"What, loosely translating as 'self-boiler', is a traditional metal Russian tea urn called?",Samovar. A traditional Russian metal tea urn called samovar functions as a self-boiler.,1,1,correct
triviaqa_mistral,1210,What alphabetically is the first station on the London underground,"The first station alphabetically on the London Underground is ""Aldgate.""",0,0,incorrect
triviaqa_mistral,1211,"In the poem ‘Monday’s Child’, what is Wednesday’s child full of?",Wednesday's child is full of wonder.,0,0,incorrect
triviaqa_mistral,1212,"Rahere, an Anglo-Norman monk, founded which London hospital in 1123?",St. Bartholomew's Hospital,0,1,correct
triviaqa_mistral,1213,Italy is divided into how many regions?,Italy is divided into 20 regions.,1,1,correct
triviaqa_mistral,1214,"In geology, Greywacke is classed as what form of sedimentary rock?",Greywacke is a type of clastic sedimentary rock.,0,0,incorrect
triviaqa_mistral,1215,Hafidh are people who have memorized what?,Hafidh are people who have memorized the entire Quran.,1,1,correct
triviaqa_mistral,1216,Where is the Headquarters of Boeing?,"Chicago, Illinois, USA (Boeing Corporate Offices)",0,0,incorrect
triviaqa_mistral,1217,From which film did the Oscar winning song `Up Where We Belong' come?,"""Officer and a Gentleman"" (1982)",1,0,incorrect
triviaqa_mistral,1218,"In the TV sit-com 'Porridge', a youngish David Jason played the part of which old man?",Norman Stanley Fletcher,0,0,incorrect
triviaqa_mistral,1219,Which famous writer is named after a lake in Staffordshire?,"Arthur Lubin (Arthur Livingston Cobbe, pen name) is not a famous writer named after a lake in",0,0,incorrect
triviaqa_mistral,1220,"What food staple is the focus of a 1980 documentary ___ Is as Good as Ten Mothers that was filmed primarily in Gilroy, California?","The documentary is called ""Harvest of Shame"" and focuses on the labor conditions of migrant farm workers.",0,0,incorrect
triviaqa_mistral,1221,The stone Lapis Lazuli is used to make which shade of blue pigment for artists?,"Lapis Lazuli is used to make a deep, vibrant blue pigment for artists.",0,1,correct
triviaqa_mistral,1222,Acura is the luxury division of what major automaker?,"Honda. (Acura is the luxury vehicle brand of Honda Motor Co., Ltd.)",1,1,correct
triviaqa_mistral,1223,The Siege Perilous was a vacant seat at what?,The Round Table.,1,1,correct
triviaqa_mistral,1224,What is the young of a hawk called?,Young hawks are called chicks or eyas.,1,1,correct
triviaqa_mistral,1225,"Produced until 2001, what was the name of the 128-bit game console produced by Sega that has developed quite a cult following?",Dreamcast,1,1,correct
triviaqa_mistral,1226,Which Cunard liner launched in 1903 rescued 705 survivors of the Titanic disaster in 1912?,Carpathia rescued Titanic survivors in 1912.,1,1,correct
triviaqa_mistral,1227,The term 'campesino' refers in the Spanish-speaking world to a?,A rural farmer.,0,1,correct
triviaqa_mistral,1228,What was named after American frontiersman James Bowie?,Bowie knife,1,1,correct
triviaqa_mistral,1229,Who composed the first ever concerto for tuba and orchestra?,No first tuba concerto by a recognized composer exists.,0,0,incorrect
triviaqa_mistral,1230,"What Latin phrase, which translates to English as ""for this"", is taken to mean something designed for a specific problem or task?","""Ad hoc"" is the answer. This Latin phrase means ""for this"" or ""for this purpose."" In",1,1,correct
triviaqa_mistral,1231,Which woman was voted BBC Sports Personality of the Year in 1971?,No woman was voted BBC Sports Personality of the Year in 1971. The first woman to win this,0,0,incorrect
triviaqa_mistral,1232,"Inspiring such things as a television program, a breakfast cereal, and hit song, what immensely popular video game was first released by Namco on May 22, 1980?","Pac-Man game was first released on May 22, 1980.",1,1,correct
triviaqa_mistral,1233,Which Australian prime minister was presumed drowned in 1967?,Prime Minister Harold Holt.,1,1,correct
triviaqa_mistral,1234,What name was given to a series of thirty evening radio speeches given by US President Franklin D. Roosevelt in 1933 and 1944?,Fireside Chats,1,1,correct
triviaqa_mistral,1235,Nguyen Tan Dung became Prime Minister of which country in June 2006?,Vietnam,1,1,correct
triviaqa_mistral,1236,The most southerly part of mainland Australia is in which state?,"The most southerly part of mainland Australia is in Tasmania, but the mainland's southernmost",0,0,incorrect
triviaqa_mistral,1237,"The final carrier of the Olympic flame in the Olympic Torch Relay is often kept secret until the last moment, and is usually who?",The final carrier is typically the Olympic athlete or a prominent local figure at the Olympic Games.,0,0,incorrect
triviaqa_mistral,1238,What courtesy title is held by the heir to the Marquis of Bath?,"The heir to the Marquis of Bath is titled ""Lord (Surname)"".",1,1,correct
triviaqa_mistral,1239,"What noted English chemist and physicist, born on Sept 22, 1791, is responsible for the electromagnet and has the SI unit of capacitance named for him?",Michael Faraday,1,1,correct
triviaqa_mistral,1240,On what date in 1969 did Neil Armstrong first set foot on the Moon?,"July 20, 1969",1,1,correct
triviaqa_mistral,1241,"Since the Association of Tennis Professionals (ATP) World Tour Masters 1000 was introduced in 1990 until 2015, which former world number 1 holds the record for the most titles, with 27?",Novak Djokovic,0,0,incorrect
triviaqa_mistral,1242,Songwriter/manager/producer Stig Anderson was often known as the fifth member of which group?,"ABBA (Stig Anderson was a key figure in the Swedish pop group ABBA's success, contributing as a",1,1,correct
triviaqa_mistral,1243,What is the name of the professional body that represents solicitors in England and Wales?,The Law Society of England and Wales.,1,1,correct
triviaqa_mistral,1244,"If you ordered carre d'agneau in a French restaurant, what would you be served?",Rack of lamb.,1,1,correct
triviaqa_mistral,1245,"Jmaes Righton, vocalist of the new rave band Klaxons, married which 28 year old British actress in a low key ceremony in France in May this year ?","actress: Rosanna Arquette, this is incorrect. The correct answer is: actress: model and actress, Sim",0,0,incorrect
triviaqa_mistral,1246,Which island is particularly associated with the artist Paul Gauguin?,"Tahiti, French Polynesia",1,1,correct
triviaqa_mistral,1247,In which decade of the 20th century was Anne Bancroft born?,Anne Bancroft was born in the 1930s decade.,1,1,correct
triviaqa_mistral,1248,By what name was world champion boxer Walker Smith better known?,"""Sugar"" Ray Leonard or ""Sugar"" Ray Smith (depending on which boxer is being referred to",0,0,incorrect
triviaqa_mistral,1249,‘The Battle of the Ages’ took place in April 1991 between George Foreman and which other boxer?,"""Michael Moorer""",0,0,incorrect
triviaqa_mistral,1250,"In Indian cookery, dishes known as 'tandoori' are so named because their preparation involves a tandoor. What is a tandoor ?",A tandoor is a cylindrical clay oven used in Indian cookery.,1,1,correct
triviaqa_mistral,1251,Which American songwriter wrote the music and lyrics for the musical 'Annie get Your Gun'?,"Irving Berlin wrote ""Annie Get Your Gun."" (music and lyrics)",1,1,correct
triviaqa_mistral,1252,Formula 1 driver Ayrton Senna died while leading the 1994 San Marino Grand Prix at which motor racing circuit?,Imola Circuit,1,1,correct
triviaqa_mistral,1253,Curacao was a colony of which country?,The Netherlands,1,1,correct
triviaqa_mistral,1254,Which Christmas song includes the line It seems so long since I could say 'sister Susie sitting on a thistle'?,"The song ""The Twelve Days of Christmas"" includes the line ""Sisters in the arbor hiding, I",0,0,incorrect
triviaqa_mistral,1255,Justine Thornton is the fiancee of which politician?,"Justine Thornton is the fiancée of Ed Miliband, a British politician.",1,1,correct
triviaqa_mistral,1256,"What is the main attraction at Taronga Park, Sydney?","The main attraction at Taronga Park, Sydney is the Taronga Zoo.",1,1,correct
triviaqa_mistral,1257,With atomic number 50 which element in the periodic table has the shortest name?,"Tellurium. (Element names generally get longer as atomic numbers increase, but Tellurium is an exception.)",0,0,incorrect
triviaqa_mistral,1258,In which Irish city is the Abbey Theatre?,Dublin,1,1,correct
triviaqa_mistral,1259,"Tsar Nicholas I abidacated in 1917, who was the other monarch to abdicate during this period?",King George V of the United Kingdom abdicated in 1936.,0,0,incorrect
triviaqa_mistral,1260,Rickets is caused by a lack of what essential element?,Rickets is caused by a lack of vitamin D.,0,0,incorrect
triviaqa_mistral,1261,Which animal is the emblem of the USA.'s Republican Party?,Elephant is the emblem animal of the USA's Republican Party.,1,1,correct
triviaqa_mistral,1262,"Which serial killer hanged himself in Wakefield Prison in January 2004, four years after being found guilty of 15 murders?",Ian Brady (hanged himself),0,0,incorrect
triviaqa_mistral,1263,"In Egyptian mythology, of what is Nut the goddess?",Nut is the goddess of the sky in Egyptian mythology.,1,1,correct
